clip_id,label_a_equivalent,true_label,provenance,source_bucket,rater,classification,media_class,clip_path,media_sha256,split
a15a44a9dc,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0206_3e7faf12cf26.flac,88b59a1c685c25bbdef694d36fd67f1af28ecec26ec49b746b39a9117277eb54,heldout
6ba1608eba,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0087_9db027afddca.flac,b402aa89939e2fee45474939b512d2b92b147319ed60ea9ab1916c81c213008d,reference_only
61c39609e6,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0478_b5689521556c.flac,0c0739c380bbc4d7824e3dd4248d47330831738b27352ac349ec34bbb7e03ed7,reference_only
94d1f69322,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0367_865a227d0643.flac,7aed67dc3f354d1dcac9eb512319aa8d0dd440218e4cf45d3976eb1d2d8db498,reference_only
50339d0b18,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0471_c8d3ce354559.flac,d8af32942754d633a971d04e752c1ebb583e7c2eb933cddc70e1c25994001773,reference_only
85e22b2802,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0567_07c3ec3b4c72.flac,8cb6407587e1056c5691210eb5f8d3a2d70359807a191041f1d33464bf833a23,heldout
b22b8fc0c4,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0120_d6228d2f0283.flac,5c609482230714e705be5284c5e99cc778a91218bf74e0653fb94440ecebf836,reference_only
904cfb5567,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0452_2a25e418359d.flac,3db21cc0632b7777b43b9d4a34791e0cde22279ad2d9feb92a8d702c89e200f6,reference_only
1cdbebb411,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0599_fd0ddd8ffc16.flac,86f454232edcc51fcc8406cc0462d59e783d8aa5532cbf52f43d2fe1c6603888,reference_only
18fd030a7c,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0621_58e54051eb54.flac,18933db51229a66f12f3faf8731b7ae191e6fbc71767e3682a6a34f8496fa5b4,reference_only
b70ed32290,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0301_c2054a7fdca5.flac,485882cd006575ba0cee5b9a4f6d44d62bd7801e9888f23a1993009de26aab5b,reference_only
789f80e3f1,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0474_0952ccd5b41b.flac,acad3a798d59a5da8403541c61ed4e39dc1bbfa41e1b1add134620d0bd1aea8c,reference_only
c748394525,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0356_e96e6b9403ea.flac,7cd363280ad5612aabcbadb36200af5ac807fe4f1852e7cfd1bedb0aca2c1aca,reference_only
d8f63ba5f0,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0635_0976fdc8bd3d.flac,7fae9496eac1819566848a7b835605622d98f5de0109917b7f53c823c1183ffe,reference_only
1bfba5cfd7,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0415_fca707c18fa5.flac,5d8634ff0e85177262e151b1b62eba2d351561fd62e06825e52559778f20d579,heldout
a924eb3729,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0151_ba0b2687d533.flac,d47e3ccd7457282492502a9e5764e4ecf6f4f3e9be2bdc2cb219c4dcca7175ea,reference_only
dff3291a34,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0430_f9f21f0c2ce4.flac,5027e9e580ab8d232bc4bef7c6af65e8a9741c7005d5357d311d386a0e6e3033,reference_only
428182a23c,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0441_ba8caca5699d.flac,7a82d5d9e71899edaa556fcedd225ca872c4d65303be60000a561893d499a847,reference_only
3be39ff2ae,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0237_5fce794f620c.flac,df3c80efd217ba0e4dc776eca85903db87a0b7e9643cdabc73983e03dc328f88,heldout
0a0c7b4e32,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0652_9cbc424a39c7.flac,9bb58f5b5908d3c76745153276db3bb56b01892c67a3949edf02dde453e2a7fb,reference_only
96208fa985,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0450_30f99bdb26e3.flac,7ae0558aa5062ed498c5f39009e5cfb387e9e99340d125358bc0fd001ff83213,reference_only
16251803a3,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0051_63864ca8c042.flac,1dd8b92b471bce032b2a6f8525200e1040f0403811bac7b1650a43e68c479b60,heldout
7748df8143,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0405_268bd5265d8e.flac,429dddf8d18f4ed0c8c5d8ec8613cc17fd2d5d8324989b803548b6f0b01bff4d,reference_only
1b26f35933,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0644_d370ede41172.flac,536f53733d4bd72473286592810acddf9acd56ce8b0671928050af8d8c655749,reference_only
cb74d50a62,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0560_b05493151a2a.wav,b7a21651d1c559b99974eaeefc3b07158c6a4163836eaf8f1e6d938c90dd002f,reference_only
c0bba8ee6b,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0199_0b332e9c48bb.wav,56ce3e69911f05bb85f3319d16acddb397dea7eb36c250cda8e0d1c9d21e3ad5,reference_only
63c6733bc5,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0620_236a995d6151.wav,8e95c46965e502839916b34635133f623644df516f6772e7d09fd20976200ccb,reference_only
d981650d64,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0534_77fb5f4d206c.wav,0d688cc6156526a8e47fd846efb2652941ee2cf2191395561448d641d1710d40,reference_only
0633d156ca,no,no,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0331_f1ff243304fe.wav,08c122e817eb4f5a6b0d5404a53a70eed6de966e2e73c993c2f31a453a914897,heldout
ed00dc61dc,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0089_0605fcbde128.wav,1de2639cd4f53689e52f78d6ff835d481a53c02c0272c03ccf37d276c2fcf4ea,heldout
b3617ad47e,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0109_dd82db742d14.wav,cf2398e3e524731a0edd0a28cd58588f2441c3182cdf3c95c8f54587f8a88821,heldout
bec2ff45d5,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0538_8bc15fc6a73b.wav,f4e6d049711989e8279bc7f7a560b9dab5578d0b2ad14d4de7018f82b86f3fa0,reference_only
1f31df91c6,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0035_dd7fe5ad978b.wav,a4e4a1bd934cf353f649c501198ccd2e5d1e5a338105f93c77da2e42b98b9882,reference_only
18457d8685,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0072_8bbd84c662c3.wav,ba5f8786ba3c442d9815103090ffbea84fc1cde7b2809938a06cf069a1c382e5,heldout
a2b12a2559,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0508_7023bce96948.wav,d67ce49f1b6e2a76db0417c95fafdf38418cbd6a800c68037fab98fc95fe5eea,reference_only
0599f7b6cf,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0336_508baa6a6950.wav,c3fea6e0254b4a8c5cc4f4e7086825b445adc39791094bc896c0898d86c81058,reference_only
24e7154ef5,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0529_8e2c9a3cee0a.wav,31f8eaaffa82db6529f526fa89ecad30a86bbc2b020f1c25a4734d21a3eb5811,reference_only
6512aa9084,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0009_29c5a77f0573.wav,9216cac18d8101eb51ac1ba06a2dc9cee44bb0fbdc2b70f814d26b5fa416daf1,reference_only
a04761fb39,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0142_a2eefd741ab7.wav,bc94f22120c445ab52257cd7dca3a529ad66153530845b95227a06edfd344464,reference_only
048a3b2598,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0680_4345318d0dab.wav,1cd5b61da842c9d34bff0c1a3d617243beadb5de785b258c3f07e24d7aef6349,reference_only
96b711e3a7,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0242_d75f2ac745df.wav,97292f5f2ef36cd1da638ecbdcc202de0127fc3a5cc396ea5548790c5f794cdd,reference_only
109a31f696,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0564_41ea0a00617f.wav,b9b43c5670d0229107a3fb9c5cc9754fc539062a9672e9b036e76bed3f53e1c5,reference_only
f07dd75551,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0347_c1e3b56da474.wav,9e380f48f17033873f0a415641ce238c0d8618e2d7a41870c6b8953da358eef4,reference_only
cb09c10e69,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0282_16cf52f5ed06.wav,9cf8cdf7da9be9031c02272078110bf8d340dac62923a1d3d6710b8ed080bf93,reference_only
8267b168f0,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0126_a6a45628d4c6.wav,30f817d9eda915eb7e101dc48b3e50243b07dee4c460a0a5626de507ddd1d096,reference_only
393f2d6019,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0656_10c9239a727c.wav,a5b46f50dee6e29150114e3293c664114cbe1e0377ff5349ed612693d42d6e35,reference_only
7083396553,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0678_0359e11aa43e.wav,25811a2bccb530bbfb1b12335c2918e6463e1d148653f8f2c4a931198acd6f61,reference_only
a1a793502b,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0604_4689a2a5a637.wav,d2ee8eb6eba2d2bd896e871eca81b4ba9b5886820ab73afd5f858c234868ca15,reference_only
27bbfbd27c,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0440_5a67c447858a.wav,5c9f1a817acc0e7e9c0d48ac6f27762b4f3c73fc2a3bd2d8f32d776b08f72616,reference_only
760b82308f,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0234_f26770d95b42.wav,526a9b8268cb77317bf81813a6c868639ee4030bd5519bdbd41df47111ff9088,reference_only
3954e24faa,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0395_eda0a4601ec1.wav,614b51f5518e7e60b7149b771b84aa41b05c4e31ce2bafef75974193718f5ff8,reference_only
5f538942f7,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0045_5a7b34ed6e73.wav,17e8a988541c1e161cc1911b7a3ed44534d933036b3a7a9ae80ba75d057a3944,heldout
02a0495b02,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0311_b51e6eaab5cc.wav,8391a0e2ce9c5967ac7f6991c4652547d0abecefee1557192e21ea90c3142804,heldout
c0461169c3,yes,yes,CXY;spotcheck;legacy_pre_amendment;original_media;single_rater,spotcheck,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0281_36a3b49e6073.wav,5117199c8f06d54fc04ed25a828817b074ac9a39295412f698f41e63a2955224,heldout
